DateID,SupplierID,LeadTimeDays,DefectRatePercent,OnTimeDeliveryPercent,PurchaseOrderFulfillmentPercent
20240223,4,14,4.74,95.75,95.76
20240223,5,17,1.08,91.81,96.72
20240223,6,13,4.31,92.74,93.81
20240223,7,19,2.71,97.4,92.74
20240223,8,17,0.28,97.37,93.78
20240223,9,17,3.76,98.91,95.66
20240223,10,5,1.48,96.69,96.86
20240223,11,17,2.13,94.77,90.96
20240223,12,9,1.7,95.0,98.73
20240223,13,11,0.9,94.15,90.4
20240223,14,5,3.98,99.6,97.77
20240223,15,17,4.39,96.31,91.7
20240224,1,9,0.73,96.98,99.61
20240224,2,5,1.77,97.64,94.25
20240224,3,10,4.8,97.42,90.41
20240224,4,16,3.01,92.8,96.41
20240224,5,5,1.75,99.98,91.99
20240224,6,7,2.86,90.04,91.57
20240224,7,15,4.5,94.77,98.21
20240224,8,5,2.25,95.42,94.01
20240224,9,17,2.84,94.61,94.16
20240224,10,18,3.53,91.32,92.82
20240224,11,17,3.42,91.37,96.13
20240224,12,10,4.38,93.91,97.74
20240224,13,11,3.27,97.78,91.71
20240224,14,15,1.91,91.94,95.7
20240224,15,9,2.98,91.23,95.28
20240225,1,16,0.9,99.97,91.48
20240225,2,11,2.17,99.66,93.56
20240225,3,7,1.04,93.64,94.37
20240225,4,17,0.55,95.43,91.71
20240225,5,6,0.12,97.65,95.53
20240225,6,15,4.37,98.24,99.49
20240225,7,6,3.2,93.37,93.08
20240225,8,15,3.8,94.16,94.84
20240225,9,6,3.64,94.19,97.14
20240225,10,6,3.78,95.26,93.56
20240225,11,10,2.87,95.05,96.85
20240225,12,16,1.97,93.78,98.7
20240225,13,17,1.77,92.36,96.87
20240225,14,11,3.9,93.22,98.14
20240225,15,5,2.48,92.91,96.3
20240226,1,15,4.53,98.0,92.84
20240226,2,6,2.53,94.79,90.66
20240226,3,14,3.65,92.48,95.43
20240226,4,17,2.77,98.26,92.93
20240226,5,13,3.08,91.76,99.82
20240226,6,9,3.98,99.31,90.24
20240226,7,13,2.09,95.97,92.79
20240226,8,14,4.92,98.51,90.8
20240226,9,19,2.89,99.15,97.75
20240226,10,9,4.72,90.5,90.4
20240226,11,5,2.62,96.71,96.17
20240226,12,16,3.65,96.73,91.99
20240226,13,5,1.92,94.76,94.05
20240226,14,15,1.53,99.13,99.8
20240226,15,17,4.47,99.58,95.84
20240227,1,18,2.43,91.19,98.2
20240227,2,14,3.17,92.99,98.41
20240227,3,15,4.54,99.47,94.0
20240227,4,12,4.25,93.4,99.62
20240227,5,5,3.4,92.37,91.14
20240227,6,18,1.69,92.66,90.4
20240227,7,7,3.77,95.06,95.34
20240227,8,17,0.65,97.59,98.93
20240227,9,11,1.98,93.02,96.83
20240227,10,19,1.42,94.15,96.57
20240227,11,8,4.57,99.23,94.74
20240227,12,9,1.73,98.94,90.11
20240227,13,17,3.98,99.25,98.42
20240227,14,19,4.02,97.76,92.35
20240227,15,11,1.41,93.59,90.16
20240228,1,6,3.45,96.97,94.78
20240228,2,5,0.45,94.98,98.04
20240228,3,17,4.08,92.04,91.85
20240228,4,12,1.27,93.49,98.62
20240228,5,6,0.29,92.22,94.38
20240228,6,10,1.86,93.43,90.08
20240228,7,13,3.43,97.72,97.8
20240228,8,13,2.17,93.99,94.03
20240228,9,13,4.55,92.0,93.44
20240228,10,7,2.86,97.3,90.76
20240228,11,14,0.7,92.74,91.63
20240228,12,8,1.75,92.02,94.51
20240228,13,14,3.0,92.69,94.83
20240228,14,15,4.32,93.5,97.78
20240228,15,14,2.9,91.33,99.19
20240229,1,8,0.43,91.29,94.06
20240229,2,5,4.7,90.48,94.75
20240229,3,12,4.66,91.23,96.01
20240229,4,15,1.24,91.81,99.48
20240229,5,18,3.85,92.91,98.8
20240229,6,11,0.65,95.71,93.1
20240229,7,19,2.01,91.45,97.48
20240229,8,13,1.96,93.87,94.52
20240229,9,15,0.14,93.53,99.35
20240229,10,6,2.12,90.02,92.91
20240229,11,15,3.08,96.46,99.14
20240229,12,5,3.67,94.81,97.64
20240229,13,10,0.98,95.76,98.87
20240229,14,8,2.53,94.61,97.55
20240229,15,17,1.48,97.82,99.75
20240301,1,5,2.89,91.12,90.63
20240301,2,18,4.12,95.63,93.91
20240301,3,12,0.83,94.49,91.12
20240301,4,17,4.18,92.79,98.38
20240301,5,14,3.5,98.77,96.96
20240301,6,7,2.44,97.84,98.32
20240301,7,18,1.12,91.32,91.23
20240301,8,19,0.22,98.52,98.38
20240301,9,14,2.11,90.74,91.87
20240301,10,15,1.97,93.54,92.05
20240301,11,17,2.73,96.61,99.47
20240301,12,5,2.66,97.42,98.52
20240301,13,9,2.36,97.71,97.12
20240301,14,12,4.07,96.14,99.41
20240301,15,15,1.43,92.51,96.74
20240302,1,5,4.58,95.17,99.51
20240302,2,14,4.37,99.91,98.15
20240302,3,5,4.69,90.46,90.58
20240302,4,7,3.0,94.62,92.12
20240302,5,10,4.16,94.59,98.46
20240302,6,14,4.2,95.87,98.13
20240302,7,18,4.48,94.88,90.29
20240302,8,13,1.68,91.44,99.63
20240302,9,13,0.33,94.56,94.36
20240302,10,8,2.88,98.66,90.38
20240302,11,11,1.94,92.15,98.84
20240302,12,8,2.43,99.17,91.67
20240302,13,19,3.81,97.55,93.19
20240302,14,17,4.99,94.48,94.89
20240302,15,6,3.66,94.11,94.22
20240303,1,16,3.56,99.01,90.24
20240303,2,13,3.32,99.94,97.36
20240303,3,12,3.94,90.83,91.53
20240303,4,8,1.85,96.15,95.49
20240303,5,16,0.77,93.57,99.71
20240303,6,6,1.22,90.24,90.85
20240303,7,13,0.73,92.9,97.37
20240303,8,17,1.95,90.83,94.8
20240303,9,11,4.29,99.62,97.02
20240303,10,15,0.64,93.12,97.72
20240303,11,15,1.69,92.28,90.16
20240303,12,19,1.34,99.36,92.97
20240303,13,10,2.38,94.49,94.06
20240303,14,16,4.31,91.99,91.14
20240303,15,17,4.89,99.82,96.95
20240304,1,18,3.95,95.91,97.72
20240304,2,5,0.68,97.78,96.6
20240304,3,12,0.98,99.73,96.71
20240304,4,9,1.82,96.35,97.97
20240304,5,17,4.42,95.76,96.63
20240304,6,14,4.81,98.45,97.41
20240304,7,6,0.37,95.34,93.93
20240304,8,19,4.02,95.15,98.66
20240304,9,15,0.81,92.89,95.92
20240304,10,8,2.72,95.93,91.09
20240304,11,17,2.77,98.78,94.92
20240304,12,18,4.92,93.01,92.46
20240304,13,10,0.44,94.04,97.19
20240304,14,18,1.66,97.52,93.3
20240304,15,15,1.55,90.48,93.86
20240305,1,12,4.93,96.19,93.64
20240305,2,17,4.05,98.17,90.97
20240305,3,8,4.93,96.03,99.07
20240305,4,13,2.94,92.58,90.28
20240305,5,16,0.28,98.48,96.8
20240305,6,14,1.94,93.05,94.74
20240305,7,18,1.59,94.44,94.7
20240305,8,5,4.26,99.17,94.86
20240305,9,18,0.69,95.36,95.4
20240305,10,19,1.4,90.34,99.84
20240305,11,12,1.32,98.95,91.99
20240305,12,7,2.74,94.27,90.5
20240305,13,16,2.27,97.86,92.87
20240305,14,14,0.3,90.77,96.12
20240305,15,18,4.26,95.01,98.58
20240306,1,15,4.52,95.39,90.21
20240306,2,13,1.73,90.4,93.96
20240306,3,7,2.37,98.54,95.54
20240306,4,5,3.85,94.65,90.05
20240306,5,5,0.57,90.92,96.48
20240306,6,6,4.3,99.03,96.06
20240306,7,9,0.88,95.83,94.66
20240306,8,10,4.46,96.66,93.47
20240306,9,6,5.0,97.68,96.36
20240306,10,6,1.8,93.56,90.56
20240306,11,14,2.24,94.91,97.35
20240306,12,7,2.02,94.1,97.13
20240306,13,19,3.3,94.68,98.28
20240306,14,13,2.63,91.88,94.61
20240306,15,15,2.66,90.72,97.4
20240307,1,17,1.55,92.44,93.97
20240307,2,13,3.44,92.89,99.18
20240307,3,18,3.3,96.92,98.18
20240307,4,6,4.73,90.72,93.52
20240307,5,7,0.56,93.38,97.98
20240307,6,5,4.3,91.93,92.11
20240307,7,5,4.98,91.04,93.26
20240307,8,10,4.68,95.01,97.72
20240307,9,5,4.7,92.35,97.29
20240307,10,15,2.84,97.81,91.0
20240307,11,16,3.38,95.48,96.96
20240307,12,14,4.55,94.38,93.95
20240307,13,13,0.37,97.15,98.81
20240307,14,6,0.6,95.09,95.23
20240307,15,15,4.99,92.45,95.46
20240308,1,13,4.49,97.28,92.16
20240308,2,9,4.58,98.56,94.2
20240308,3,11,0.82,92.71,92.68
20240308,4,17,3.38,95.53,99.9
20240308,5,19,4.86,92.5,90.14
20240308,6,12,4.48,92.5,92.13
20240308,7,13,1.08,99.17,98.34
20240308,8,5,2.97,93.51,96.06
20240308,9,8,4.68,93.13,90.08
20240308,10,9,1.17,98.0,94.6
20240308,11,15,1.98,98.49,95.95
20240308,12,8,0.97,97.41,90.36
20240308,13,15,2.85,93.69,95.64
20240308,14,6,1.38,97.06,96.51
20240308,15,11,2.86,93.03,95.54
20240309,1,5,2.4,97.71,96.18
20240309,2,14,0.18,90.45,94.59
20240309,3,18,1.12,92.46,90.08
20240309,4,19,2.2,98.67,93.05
20240309,5,10,1.94,91.83,92.68
20240309,6,15,0.65,92.81,90.98
20240309,7,17,4.29,97.94,98.91
20240309,8,10,3.52,92.62,96.03
20240309,9,6,1.07,94.17,94.48
20240309,10,19,4.14,99.41,97.91
20240309,11,11,0.26,92.79,97.13
20240309,12,16,1.21,90.75,96.37
20240309,13,17,3.51,90.36,98.26
20240309,14,8,1.14,90.57,98.41
20240309,15,17,1.2,93.94,96.03
20240310,1,10,1.26,99.64,98.49
20240310,2,12,2.56,93.3,93.74
20240310,3,18,4.83,92.49,94.08
20240310,4,9,1.67,91.97,96.26
20240310,5,9,0.08,99.95,96.59
20240310,6,12,4.71,92.35,91.79
20240310,7,13,1.75,90.17,92.26
20240310,8,17,4.93,93.62,97.99
20240310,9,16,2.61,90.4,98.69
20240310,10,17,1.38,98.99,90.03
20240310,11,16,4.55,93.51,95.88
20240310,12,19,1.04,99.0,96.92
20240310,13,18,3.52,93.42,92.45
20240310,14,18,4.97,98.52,93.29
20240310,15,9,3.93,92.96,90.22
20240311,1,17,3.56,93.61,95.15
20240311,2,17,2.8,98.89,95.93
20240311,3,17,1.55,95.75,97.53
20240311,4,9,2.93,96.61,97.48
20240311,5,8,2.99,90.15,97.69
20240311,6,18,0.48,92.94,93.65
20240311,7,13,2.03,92.66,99.31
20240311,8,15,0.11,96.09,98.08
20240311,9,8,0.6,94.34,97.62
20240311,10,16,4.19,91.18,93.12
20240311,11,17,1.63,92.63,98.61
20240311,12,12,2.18,95.31,94.41
20240311,13,6,1.56,96.29,92.53
20240311,14,8,4.25,99.96,97.87
20240311,15,16,0.56,95.07,94.75
20240312,1,12,3.14,92.51,96.76
20240312,2,9,1.88,99.7,98.95
20240312,3,9,3.83,99.27,90.78
20240312,4,7,3.08,94.1,96.35
20240312,5,10,1.74,98.63,92.1
20240312,6,15,2.85,96.19,90.15
20240312,7,14,2.24,95.61,99.92
20240312,8,17,1.74,95.15,95.93
20240312,9,15,4.7,93.63,95.31
20240312,10,11,2.47,97.65,90.99
20240312,11,11,4.11,95.92,95.13
20240312,12,11,0.46,97.77,93.85
20240312,13,18,3.46,99.09,93.14
20240312,14,14,0.9,97.19,91.56
20240312,15,7,3.96,93.96,98.4
20240313,1,18,2.9,92.5,97.51
20240313,2,14,0.88,96.87,98.76
20240313,3,13,3.42,92.99,90.32
20240313,4,5,4.85,96.22,99.78
20240313,5,11,4.37,91.64,99.76
20240313,6,7,0.56,90.29,98.58
20240313,7,8,0.93,90.39,94.47
20240313,8,15,4.54,91.71,92.93
20240313,9,9,0.83,91.76,99.42
20240313,10,14,0.65,90.24,98.37
20240313,11,13,1.01,96.59,97.76
20240313,12,11,4.48,96.82,97.81
20240313,13,14,0.62,95.33,99.86
20240313,14,8,3.91,91.09,90.22
20240313,15,16,0.17,92.92,93.35
20240314,1,7,4.1,92.05,99.06
20240314,2,15,1.43,97.89,92.47
20240314,3,9,3.95,99.79,99.55
20240314,4,13,0.06,97.34,98.18
20240314,5,10,4.89,98.31,93.09
20240314,6,14,1.23,97.0,98.79
20240314,7,13,3.71,98.66,94.99
20240314,8,17,0.26,95.28,94.34
20240314,9,11,1.07,94.0,91.13
20240314,10,5,4.86,95.28,91.74
20240314,11,17,4.34,93.59,93.63
20240314,12,14,1.87,93.49,91.57
20240314,13,15,2.49,98.85,98.04
20240314,14,12,1.89,97.05,91.49
20240314,15,14,4.01,99.07,96.82
20240315,1,5,3.85,90.49,92.83
20240315,2,5,0.84,97.04,95.06
20240315,3,6,4.9,94.63,93.06
20240315,4,18,3.55,94.46,91.87
20240315,5,15,3.39,92.1,98.5
20240315,6,14,1.18,95.92,99.52
20240315,7,19,4.35,98.25,94.8
20240315,8,18,0.64,95.11,97.42
20240315,9,14,0.24,94.77,97.45
20240315,10,9,4.96,98.88,97.18
20240315,11,6,2.71,97.09,99.73
20240315,12,11,4.31,95.52,94.82
20240315,13,13,3.48,90.72,98.47
20240315,14,8,4.55,97.36,96.42
20240315,15,8,1.61,93.14,91.54
20240316,1,9,0.59,94.17,98.55
20240316,2,17,3.57,96.22,99.58
20240316,3,10,0.29,95.54,96.11
20240316,4,7,2.81,91.21,94.16
20240316,5,19,2.79,99.72,99.05
20240316,6,6,2.29,98.24,96.95
20240316,7,6,2.4,90.14,91.43
20240316,8,11,2.43,90.59,99.4
20240316,9,11,2.09,97.11,97.45
20240316,10,17,0.85,90.4,91.31
20240316,11,10,2.68,90.06,93.84
20240316,12,8,4.74,95.22,94.97
20240316,13,8,1.2,97.89,99.81
20240316,14,5,0.61,96.14,90.33
20240316,15,14,1.67,95.64,90.82
20240317,1,16,1.08,99.69,94.09
20240317,2,5,0.16,98.16,98.65
20240317,3,5,4.14,91.8,99.84
20240317,4,12,0.15,99.46,93.8
20240317,5,13,3.2,92.89,92.69
20240317,6,14,1.0,98.73,90.89
20240317,7,13,3.99,99.72,92.8
20240317,8,19,1.73,97.57,97.15
20240317,9,5,3.47,95.15,99.23
20240317,10,11,0.01,98.58,99.5
20240317,11,6,1.25,96.36,99.69
20240317,12,5,3.61,93.96,92.89
20240317,13,6,1.25,94.36,92.38
20240317,14,17,4.11,98.25,90.73
20240317,15,8,2.06,94.94,99.32
20240318,1,5,4.36,99.36,95.34
20240318,2,10,2.17,97.94,92.68
20240318,3,17,4.46,95.86,92.44
20240318,4,11,2.82,94.45,91.18
20240318,5,6,2.8,94.76,93.21
20240318,6,19,1.29,93.49,96.66
20240318,7,6,4.62,99.04,91.02
20240318,8,6,0.34,94.12,98.76
20240318,9,9,4.87,99.29,95.03
20240318,10,13,2.17,90.4,91.15
20240318,11,9,2.8,96.27,93.95
20240318,12,6,0.55,90.16,91.64
20240318,13,15,3.48,94.26,91.92
20240318,14,14,3.23,97.13,97.6
20240318,15,12,1.47,93.58,99.02
20240319,1,12,1.37,95.3,93.17
20240319,2,7,4.32,92.61,93.04
20240319,3,14,1.9,96.07,95.71
20240319,4,14,3.68,96.81,99.72
20240319,5,8,2.84,95.05,97.02
20240319,6,11,0.65,99.05,98.26
20240319,7,10,1.95,92.05,90.21
20240319,8,17,2.0,97.82,97.4
20240319,9,18,2.01,92.01,97.2
20240319,10,12,4.58,94.7,99.62
20240319,11,17,1.03,97.57,98.09
20240319,12,12,3.07,90.79,96.04
20240319,13,11,4.34,94.06,91.09
20240319,14,6,4.91,92.43,96.67
20240319,15,17,4.58,98.63,98.77
20240320,1,15,3.35,96.53,94.36
20240320,2,11,1.75,98.62,94.77
20240320,3,12,1.57,98.43,97.85
20240320,4,14,2.88,98.46,99.5
20240320,5,5,0.12,95.79,91.63
20240320,6,15,3.79,97.43,96.77
20240320,7,5,3.84,98.7,99.47
20240320,8,18,0.8,99.4,92.55
20240320,9,19,2.29,92.46,93.93
20240320,10,14,1.9,93.64,94.63
20240320,11,8,3.93,96.74,94.51
20240320,12,17,2.01,90.42,98.72
20240320,13,18,3.01,91.93,97.74
20240320,14,9,0.85,91.91,92.34
20240320,15,10,3.75,92.66,93.58
20240321,1,15,2.78,95.17,98.34
20240321,2,13,4.93,99.33,95.35
20240321,3,16,1.21,99.24,91.16
20240321,4,12,1.72,97.56,92.5
20240321,5,17,1.82,91.25,99.06
20240321,6,16,1.64,94.16,92.11
20240321,7,12,4.94,93.57,95.17
20240321,8,16,0.53,90.04,98.0
20240321,9,15,0.7,91.48,96.66
20240321,10,6,1.18,99.58,90.89
20240321,11,16,3.15,97.26,91.43
20240321,12,9,4.25,95.82,90.03
20240321,13,13,4.85,93.52,93.75
20240321,14,5,3.27,99.49,90.23
20240321,15,17,3.31,95.22,94.38
20240322,1,14,4.3,99.99,92.15
20240322,2,15,2.16,91.17,95.02
20240322,3,13,3.75,93.63,90.31
20240322,4,9,1.46,97.7,91.37
20240322,5,8,0.64,92.26,90.95
20240322,6,16,2.47,95.75,93.5
20240322,7,9,4.51,98.49,93.06
20240322,8,18,1.16,91.1,98.18
20240322,9,16,4.9,97.35,93.26
20240322,10,11,0.91,90.82,95.15
20240322,11,10,2.62,95.35,94.9
20240322,12,6,4.7,92.41,93.54
20240322,13,19,3.48,91.81,98.84
20240322,14,8,4.41,94.83,92.05
20240322,15,16,3.5,98.22,91.51
20240323,1,9,2.35,90.12,99.36
20240323,2,18,0.93,93.71,95.21
20240323,3,6,0.97,96.87,91.19
20240323,4,7,3.49,96.07,95.04
20240323,5,16,2.28,94.86,91.4
20240323,6,13,1.9,93.81,90.44
20240323,7,19,1.73,99.97,99.9
20240323,8,6,2.7,94.05,90.66
20240323,9,11,1.82,90.93,91.22
20240323,10,8,0.39,97.07,92.98
20240323,11,6,0.99,97.81,94.9
20240323,12,15,4.2,91.28,92.58
20240323,13,19,3.92,99.83,98.87
20240323,14,19,0.54,95.77,93.27
20240323,15,17,0.57,95.39,97.18
20240324,1,18,3.09,97.67,99.06
20240324,2,8,0.06,95.44,90.51
20240324,3,6,1.45,91.69,93.39
20240324,4,15,3.34,95.0,91.03
20240324,5,14,1.18,97.21,94.82
20240324,6,12,1.61,99.5,96.13
20240324,7,10,0.33,97.82,93.06
20240324,8,8,3.42,90.99,94.76
20240324,9,14,0.45,99.55,90.78
20240324,10,13,4.9,92.31,90.41
20240324,11,6,2.35,93.31,96.75
20240324,12,16,2.05,95.94,96.17
20240324,13,11,3.54,93.17,98.01
20240324,14,10,0.95,92.61,93.59
20240324,15,6,1.25,90.27,90.66
20240325,1,8,3.29,95.3,93.49
20240325,2,15,2.95,96.88,94.27
20240325,3,16,4.59,94.19,94.3
20240325,4,13,4.78,91.02,94.79
20240325,5,11,3.09,96.19,93.72
20240325,6,10,3.99,93.46,90.63
20240325,7,12,0.01,99.74,97.71
20240325,8,17,4.29,94.93,90.28
20240325,9,10,1.74,96.05,99.05
20240325,10,6,4.6,90.84,96.47
20240325,11,12,2.5,95.8,93.85
20240325,12,7,3.91,92.72,95.9
20240325,13,11,0.06,99.01,98.17
20240325,14,11,3.03,94.79,96.57
20240325,15,16,2.35,97.68,99.52
20240326,1,15,0.45,90.6,91.89
20240326,2,6,4.4,94.43,93.36
20240326,3,12,4.5,90.86,99.04
20240326,4,8,1.35,90.75,97.89
20240326,5,18,1.81,91.02,95.19
20240326,6,5,0.61,93.41,93.72
20240326,7,17,3.84,93.65,94.92
20240326,8,19,0.5,90.07,93.99
20240326,9,5,0.39,91.95,97.17
20240326,10,7,2.12,92.51,93.38
20240326,11,9,0.65,91.58,98.58
20240326,12,14,2.1,94.81,90.04
20240326,13,8,2.86,91.02,99.91
20240326,14,19,0.27,97.81,98.61
20240326,15,14,4.64,90.7,90.57
20240327,1,9,1.92,90.27,92.26
20240327,2,6,0.6,90.71,95.52
20240327,3,12,3.06,99.06,92.66
20240327,4,18,2.92,94.83,93.65
20240327,5,6,3.58,96.84,99.43
20240327,6,11,4.42,98.97,92.93
20240327,7,12,2.38,99.4,91.0
20240327,8,18,3.8,95.03,97.08
20240327,9,16,4.25,94.66,98.77
20240327,10,9,0.04,92.4,99.04
20240327,11,10,4.2,99.96,91.82
20240327,12,6,2.99,96.28,93.66
20240327,13,5,3.18,99.41,94.75
20240327,14,15,2.3,96.12,96.5
20240327,15,9,0.06,98.49,93.47
20240328,1,19,2.99,91.5,92.27
20240328,2,8,2.85,96.62,98.79
20240328,3,9,3.99,95.45,97.8
20240328,4,10,3.03,90.0,91.53
20240328,5,17,1.69,96.25,93.18
20240328,6,11,4.28,99.88,98.7
20240328,7,5,3.28,98.0,96.49
20240328,8,13,4.75,99.25,94.0
20240328,9,5,1.92,96.21,98.05
20240328,10,9,2.49,92.09,92.7
20240328,11,13,0.43,96.1,96.01
20240328,12,8,1.54,91.94,97.4
20240328,13,13,2.45,94.65,99.61
20240328,14,5,3.0,93.42,90.46
20240328,15,8,0.54,90.86,94.3
20240329,1,19,1.28,95.32,92.0
20240329,2,18,1.12,92.08,96.12
20240329,3,7,1.43,91.92,90.87
20240329,4,14,4.77,90.36,93.74
20240329,5,11,4.95,99.71,97.37
20240329,6,16,3.92,96.2,94.72
20240329,7,10,4.24,94.03,93.73
20240329,8,9,4.94,97.09,95.5
20240329,9,14,3.04,95.47,99.42
20240329,10,8,0.38,97.18,93.69
20240329,11,8,1.82,95.4,91.32
20240329,12,10,3.54,96.18,94.41
20240329,13,5,1.52,95.83,94.97
20240329,14,8,2.88,97.45,90.82
20240329,15,14,2.77,91.73,93.26
20240330,1,13,3.92,95.92,95.27
20240330,2,19,0.62,91.14,94.4
20240330,3,15,2.34,99.0,94.67
20240330,4,16,0.79,96.48,98.92
20240330,5,6,1.31,98.85,98.54
20240330,6,15,2.45,91.97,90.58
20240330,7,8,3.74,98.47,98.91
20240330,8,7,1.05,90.43,99.12
20240330,9,14,3.44,95.98,96.77
20240330,10,5,3.36,99.13,91.19
20240330,11,13,2.47,95.85,95.34
20240330,12,16,3.86,98.5,99.91
20240330,13,11,4.37,95.5,96.35
20240330,14,13,4.51,93.63,95.2
20240330,15,15,1.13,97.91,97.44
20240331,1,8,2.82,94.02,90.78
20240331,2,5,3.54,98.68,99.97
20240331,3,17,1.54,96.26,99.36
20240331,4,16,1.02,92.86,91.1
20240331,5,8,4.75,94.09,96.03
20240331,6,6,2.26,92.63,96.71
20240331,7,16,4.25,92.65,97.01
20240331,8,13,0.33,91.39,96.64
20240331,9,15,1.66,92.67,94.64
20240331,10,16,2.38,99.9,90.32
20240331,11,10,1.5,96.6,90.94
20240331,12,17,2.41,91.21,96.88
20240331,13,13,4.54,94.45,99.06
20240331,14,16,2.69,99.02,98.95
20240331,15,14,0.46,98.03,92.36
20240401,1,18,3.95,97.78,95.79
20240401,2,17,3.31,98.45,91.75
20240401,3,9,3.79,92.01,92.71
20240401,4,8,4.5,91.12,99.06
20240401,5,9,0.17,96.45,95.55
20240401,6,14,4.08,98.73,96.15
20240401,7,7,4.3,97.82,91.84
20240401,8,7,4.54,93.37,90.54
20240401,9,18,0.61,98.84,93.0
20240401,10,9,3.02,93.11,96.48
20240401,11,12,4.56,93.46,99.12
20240401,12,19,4.27,92.4,99.14
20240401,13,12,1.09,92.42,99.54
20240401,14,18,4.92,93.44,99.54
20240401,15,7,2.73,99.99,98.69
20240402,1,13,3.15,98.98,94.17
20240402,2,18,3.85,92.77,97.31
20240402,3,8,4.05,91.01,96.45
20240402,4,7,1.46,98.96,96.13
20240402,5,13,0.27,93.93,90.75
20240402,6,5,2.1,99.49,91.92
20240402,7,7,3.13,95.23,94.96
20240402,8,17,2.01,97.04,91.49
20240402,9,10,2.11,98.31,92.03
20240402,10,8,0.1,99.9,94.92
20240402,11,5,2.14,94.13,91.19
20240402,12,7,0.5,94.39,94.22
20240402,13,8,2.28,94.61,98.49
20240402,14,11,0.14,97.11,96.28
20240402,15,5,0.13,95.06,93.34
20240403,1,8,3.14,91.26,91.82
20240403,2,13,1.76,94.57,96.97
20240403,3,18,3.75,95.88,90.63
20240403,4,6,2.12,91.49,93.9
20240403,5,6,2.65,93.25,98.96
20240403,6,6,3.54,93.94,91.79
20240403,7,5,3.2,93.75,92.25
20240403,8,13,0.99,97.49,92.6
20240403,9,8,2.55,97.93,96.63
20240403,10,16,4.83,96.2,92.76
20240403,11,8,3.38,90.93,93.85
20240403,12,12,2.63,96.73,91.07
20240403,13,9,3.4,94.18,95.82
20240403,14,8,1.29,91.9,98.87
20240403,15,7,0.17,90.36,93.07
20240404,1,5,2.08,92.35,96.31
20240404,2,11,2.91,97.2,99.44
20240404,3,19,4.96,93.48,98.75
20240404,4,15,0.28,95.86,99.19
20240404,5,15,2.0,94.09,96.34
20240404,6,6,1.7,97.08,91.38
20240404,7,5,1.4,99.19,98.37
20240404,8,13,0.11,92.63,99.5
20240404,9,7,4.68,92.06,96.78
20240404,10,14,0.97,94.27,94.83
20240404,11,13,4.07,99.92,99.44
20240404,12,14,4.07,93.35,90.84
20240404,13,9,0.74,96.09,93.6
20240404,14,6,4.69,99.15,96.96
20240404,15,8,2.15,96.68,94.12
20240405,1,17,4.7,90.24,93.17
20240405,2,13,3.12,96.56,98.05
20240405,3,6,1.8,99.79,90.24
20240405,4,12,4.75,97.16,92.66
20240405,5,17,4.0,96.77,96.39
20240405,6,5,1.11,97.23,90.92
20240405,7,10,2.37,96.87,92.87
20240405,8,16,0.24,91.74,96.93
20240405,9,9,0.74,96.85,94.0
20240405,10,19,3.71,92.79,98.76
20240405,11,10,3.98,99.41,93.7
20240405,12,17,0.72,99.98,92.39
20240405,13,9,1.78,99.5,91.25
20240405,14,8,0.26,99.76,99.38
20240405,15,17,1.99,94.38,96.36
20240406,1,18,3.18,97.72,91.43
20240406,2,12,1.31,96.65,99.68
20240406,3,6,1.68,94.44,95.13
20240406,4,10,0.43,92.59,95.16
20240406,5,7,4.34,97.46,98.09
20240406,6,19,0.46,90.23,98.44
20240406,7,18,1.01,96.34,92.74
20240406,8,6,1.46,93.39,96.38
20240406,9,18,4.69,96.47,96.24
20240406,10,6,3.3,95.54,96.49
20240406,11,9,3.74,99.51,96.96
20240406,12,18,0.99,90.61,98.92
20240406,13,5,4.64,97.6,93.22
20240406,14,18,3.61,90.72,95.82
20240406,15,7,3.46,94.82,96.71
20240407,1,11,1.83,93.78,98.35
20240407,2,14,0.45,91.91,93.91
20240407,3,17,1.7,99.91,91.39
20240407,4,10,4.13,91.57,96.22
20240407,5,16,3.12,95.21,91.36
20240407,6,8,1.01,93.03,93.5
20240407,7,7,1.47,92.36,98.49
20240407,8,12,3.22,93.97,94.79
20240407,9,9,2.07,92.41,94.59
20240407,10,9,2.63,94.96,95.95
20240407,11,15,0.63,99.98,98.62
20240407,12,5,1.24,94.96,99.07
20240407,13,16,3.49,92.04,95.61
20240407,14,17,4.57,95.3,97.34
20240407,15,15,4.78,95.01,99.15
20240408,1,17,0.3,99.17,91.14
20240408,2,19,0.54,98.58,91.07
20240408,3,19,1.04,99.32,94.97
20240408,4,11,1.86,99.45,97.57
20240408,5,13,3.69,99.9,93.32
20240408,6,18,1.52,93.81,95.42
20240408,7,16,2.25,97.66,93.88
20240408,8,6,1.93,98.13,97.85
20240408,9,11,4.07,91.69,98.5
20240408,10,6,1.24,93.34,90.11
20240408,11,5,4.1,96.54,93.6
20240408,12,10,3.68,93.2,90.93
20240408,13,13,1.68,99.64,91.7
20240408,14,5,3.89,99.33,98.13
20240408,15,16,1.66,91.03,92.06
20240409,1,8,0.8,98.27,97.12
20240409,2,13,4.98,97.89,97.7
20240409,3,18,2.04,98.87,91.19
20240409,4,19,1.59,94.89,95.22
20240409,5,19,3.88,94.14,90.63
20240409,6,11,1.87,97.87,93.26
20240409,7,6,0.89,94.66,90.17
20240409,8,5,0.85,90.35,97.63
20240409,9,8,1.35,98.26,93.77
20240409,10,10,3.7,97.76,99.42
